Percent Bachelors,County,State,Year
15.1,Roanoke city,Virginia,2012
13.6,Suffolk city,Virginia,2012
19.4,Virginia Beach city,Virginia,2012
17.9,Benton County,Washington,2012
14.0,Chelan County,Washington,2012
15.1,Clallam County,Washington,2012
18.5,Clark County,Washington,2012
10.4,Cowlitz County,Washington,2012
9.5,Franklin County,Washington,2012
8.5,Grant County,Washington,2012
12.1,Grays Harbor County,Washington,2012
18.6,Island County,Washington,2012
29.1,King County,Washington,2012
18.3,Kitsap County,Washington,2012
9.4,Lewis County,Washington,2012
14.2,Pierce County,Washington,2012
16.4,Skagit County,Washington,2012
21.0,Snohomish County,Washington,2012
18.2,Spokane County,Washington,2012
18.1,Thurston County,Washington,2012
20.1,Whatcom County,Washington,2012
8.3,Yakima County,Washington,2012
9.9,Berkeley County,West Virginia,2012
16.7,Cabell County,West Virginia,2012
11.3,Harrison County,West Virginia,2012
15.6,Kanawha County,West Virginia,2012
17.7,Monongalia County,West Virginia,2012
10.4,Raleigh County,West Virginia,2012
12.5,Wood County,West Virginia,2012
18.7,Brown County,Wisconsin,2012
26.2,Dane County,Wisconsin,2012
9.7,Dodge County,Wisconsin,2012
19.5,Eau Claire County,Wisconsin,2012
12.7,Fond du Lac County,Wisconsin,2012
12.8,Jefferson County,Wisconsin,2012
15.2,Kenosha County,Wisconsin,2012
18.3,La Crosse County,Wisconsin,2012
12.0,Manitowoc County,Wisconsin,2012
13.4,Marathon County,Wisconsin,2012
17.5,Milwaukee County,Wisconsin,2012
17.6,Outagamie County,Wisconsin,2012
30.3,Ozaukee County,Wisconsin,2012
17.7,Portage County,Wisconsin,2012
13.7,Racine County,Wisconsin,2012
12.6,Rock County,Wisconsin,2012
22.1,St. Croix County,Wisconsin,2012
14.8,Sheboygan County,Wisconsin,2012
15.5,Walworth County,Wisconsin,2012
20.0,Washington County,Wisconsin,2012
24.4,Waukesha County,Wisconsin,2012
17.9,Winnebago County,Wisconsin,2012
12.7,Wood County,Wisconsin,2012
14.5,Laramie County,Wyoming,2012
13.4,Natrona County,Wyoming,2012
13.6,Arecibo Municipio,Puerto Rico,2012
17.1,Caguas Municipio,Puerto Rico,2012
17.4,Carolina Municipio,Puerto Rico,2012
23.6,Guaynabo Municipio,Puerto Rico,2012
12.9,Ponce Municipio,Puerto Rico,2012
19.3,San Juan Municipio,Puerto Rico,2012
14.8,Toa Alta Municipio,Puerto Rico,2012
16.4,Toa Baja Municipio,Puerto Rico,2012
23.5,Trujillo Alto Municipio,Puerto Rico,2012
15.7,Mayagüez Municipio,Puerto Rico,2012
15.9,Bayamón Municipio,Puerto Rico,2012
18.0,United States,,2012
22.0,Cheshire County,New Hampshire,2013
18.5,Grafton County,New Hampshire,2013
23.4,Hillsborough County,New Hampshire,2013
19.6,Merrimack County,New Hampshire,2013
25.5,Rockingham County,New Hampshire,2013
20.8,Strafford County,New Hampshire,2013
16.2,Atlantic County,New Jersey,2013
28.7,Bergen County,New Jersey,2013
21.5,Burlington County,New Jersey,2013
18.4,Camden County,New Jersey,2013
23.5,Cape May County,New Jersey,2013
7.9,Cumberland County,New Jersey,2013
18.3,Essex County,New Jersey,2013
21.6,Gloucester County,New Jersey,2013
23.2,Hudson County,New Jersey,2013
28.7,Hunterdon County,New Jersey,2013
23.0,Mercer County,New Jersey,2013
24.2,Middlesex County,New Jersey,2013
27.5,Monmouth County,New Jersey,2013
31.4,Morris County,New Jersey,2013
18.2,Ocean County,New Jersey,2013
17.2,Passaic County,New Jersey,2013
14.5,Salem County,New Jersey,2013
31.1,Somerset County,New Jersey,2013
23.4,Sussex County,New Jersey,2013
19.5,Union County,New Jersey,2013
20.6,Warren County,New Jersey,2013
17.5,Bernalillo County,New Mexico,2013
10.8,Chaves County,New Mexico,2013
16.9,Do?a Ana County,New Mexico,2013
6.7,Lea County,New Mexico,2013
6.4,McKinley County,New Mexico,2013
7.8,Otero County,New Mexico,2013
15.5,Sandoval County,New Mexico,2013
6.2,San Juan County,New Mexico,2013
23.1,Santa Fe County,New Mexico,2013
9.7,Valencia County,New Mexico,2013
23.4,Albany County,New York,2013
10.6,Bronx County,New York,2013
16.3,Broome County,New York,2013
8.3,Cattaraugus County,New York,2013
11.7,Cayuga County,New York,2013
9.2,Chautauqua County,New York,2013
12.5,Chemung County,New York,2013
12.2,Clinton County,New York,2013
18.4,Dutchess County,New York,2013
18.1,Erie County,New York,2013
10.3,Jefferson County,New York,2013
20.0,Kings County,New York,2013
12.5,Livingston County,New York,2013
16.2,Madison County,New York,2013
21.4,Monroe County,New York,2013
24.8,Nassau County,New York,2013
33.1,New York County,New York,2013
12.6,Niagara County,New York,2013
13.0,Oneida County,New York,2013
19.4,Onondaga County,New York,2013
21.4,Ontario County,New York,2013
17.3,Orange County,New York,2013
7.6,Oswego County,New York,2013
19.4,Putnam County,New York,2013
19.4,Queens County,New York,2013
16.7,Rensselaer County,New York,2013
18.0,Richmond County,New York,2013
22.3,Rockland County,New York,2013
10.1,St. Lawrence County,New York,2013
24.6,Saratoga County,New York,2013
16.8,Schenectady County,New York,2013
11.4,Steuben County,New York,2013
20.2,Suffolk County,New York,2013
11.4,Sullivan County,New York,2013
19.2,Tompkins County,New York,2013
16.5,Ulster County,New York,2013
14.7,Warren County,New York,2013
13.9,Wayne County,New York,2013
22.9,Westchester County,New York,2013
12.8,Alamance County,North Carolina,2013
17.2,Brunswick County,North Carolina,2013
21.3,Buncombe County,North Carolina,2013
9.7,Burke County,North Carolina,2013
17.3,Cabarrus County,North Carolina,2013
7.9,Caldwell County,North Carolina,2013
13.5,Carteret County,North Carolina,2013
17.5,Catawba County,North Carolina,2013
19.4,Chatham County,North Carolina,2013
9.6,Cleveland County,North Carolina,2013
10.1,Craven County,North Carolina,2013
16.5,Cumberland County,North Carolina,2013
11.6,Davidson County,North Carolina,2013
24.4,Durham County,North Carolina,2013
21.4,Forsyth County,North Carolina,2013
13.8,Gaston County,North Carolina,2013
22.2,Guilford County,North Carolina,2013
12.7,Harnett County,North Carolina,2013
20.8,Henderson County,North Carolina,2013
18.6,Iredell County,North Carolina,2013
16.0,Johnston County,North Carolina,2013
17.0,Lincoln County,North Carolina,2013
29.2,Mecklenburg County,North Carolina,2013
19.4,Moore County,North Carolina,2013
12.2,Nash County,North Carolina,2013
25.0,New Hanover County,North Carolina,2013
9.6,Onslow County,North Carolina,2013
27.8,Orange County,North Carolina,2013
15.7,Pitt County,North Carolina,2013
8.1,Randolph County,North Carolina,2013
6.8,Robeson County,North Carolina,2013
7.5,Rockingham County,North Carolina,2013
10.7,Rowan County,North Carolina,2013
10.0,Rutherford County,North Carolina,2013
8.5,Surry County,North Carolina,2013
24.9,Union County,North Carolina,2013
31.0,Wake County,North Carolina,2013
12.3,Wayne County,North Carolina,2013
8.6,Wilkes County,North Carolina,2013
11.0,Wilson County,North Carolina,2013
22.1,Burleigh County,North Dakota,2013
24.2,Cass County,North Dakota,2013
20.8,Grand Forks County,North Dakota,2013
19.3,Ward County,North Dakota,2013
10.3,Allen County,Ohio,2013
6.4,Ashtabula County,Ohio,2013
8.2,Belmont County,Ohio,2013
19.2,Butler County,Ohio,2013
10.3,Clark County,Ohio,2013
19.8,Clermont County,Ohio,2013
8.3,Columbiana County,Ohio,2013
18.8,Cuyahoga County,Ohio,2013
34.8,Delaware County,Ohio,2013
14.4,Erie County,Ohio,2013
20.4,Fairfield County,Ohio,2013
23.7,Franklin County,Ohio,2013
21.9,Geauga County,Ohio,2013
19.6,Greene County,Ohio,2013
22.4,Hamilton County,Ohio,2013
16.3,Hancock County,Ohio,2013
8.3,Jefferson County,Ohio,2013
18.5,Lake County,Ohio,2013
12.4,Licking County,Ohio,2013
14.6,Lorain County,Ohio,2013
13.5,Lucas County,Ohio,2013
14.3,Mahoning County,Ohio,2013
7.9,Marion County,Ohio,2013
20.6,Medina County,Ohio,2013
11.8,Miami County,Ohio,2013
15.9,Montgomery County,Ohio,2013
12.9,Muskingum County,Ohio,2013
15.2,Portage County,Ohio,2013
11.2,Richland County,Ohio,2013
7.6,Ross County,Ohio,2013
8.0,Scioto County,Ohio,2013
14.7,Stark County,Ohio,2013
20.2,Summit County,Ohio,2013
12.4,Trumbull County,Ohio,2013
7.7,Tuscarawas County,Ohio,2013
26.6,Warren County,Ohio,2013
12.3,Wayne County,Ohio,2013
17.8,Wood County,Ohio,2013
18.5,Canadian County,Oklahoma,2013
17.9,Cleveland County,Oklahoma,2013
17.0,Comanche County,Oklahoma,2013
8.5,Creek County,Oklahoma,2013
12.6,Muskogee County,Oklahoma,2013
19.4,Oklahoma County,Oklahoma,2013
16.4,Payne County,Oklahoma,2013
12.3,Pottawatomie County,Oklahoma,2013
15.4,Rogers County,Oklahoma,2013
22.1,Tulsa County,Oklahoma,2013
13.1,Wagoner County,Oklahoma,2013
26.2,Benton County,Oregon,2013
21.5,Clackamas County,Oregon,2013
22.7,Deschutes County,Oregon,2013
13.2,Douglas County,Oregon,2013
16.0,Jackson County,Oregon,2013
10.3,Josephine County,Oregon,2013
10.9,Klamath County,Oregon,2013
17.3,Lane County,Oregon,2013
15.5,Linn County,Oregon,2013
16.1,Marion County,Oregon,2013
25.0,Multnomah County,Oregon,2013
18.0,Polk County,Oregon,2013
10.1,Umatilla County,Oregon,2013
24.8,Washington County,Oregon,2013
11.5,Yamhill County,Oregon,2013
12.5,Adams County,Pennsylvania,2013
23.8,Allegheny County,Pennsylvania,2013
8.7,Armstrong County,Pennsylvania,2013
18.5,Beaver County,Pennsylvania,2013
14.2,Berks County,Pennsylvania,2013
14.1,Blair County,Pennsylvania,2013
24.1,Bucks County,Pennsylvania,2013
20.8,Butler County,Pennsylvania,2013
11.7,Cambria County,Pennsylvania,2013
9.9,Carbon County,Pennsylvania,2013
18.1,Hamilton County,Tennessee,2013
19.4,Knox County,Tennessee,2013
18.3,Madison County,Tennessee,2013
17.0,Maury County,Tennessee,2013
18.9,Montgomery County,Tennessee,2013
13.8,Putnam County,Tennessee,2013
11.6,Robertson County,Tennessee,2013
20.4,Rutherford County,Tennessee,2013
11.5,Sevier County,Tennessee,2013
18.8,Shelby County,Tennessee,2013
12.1,Sullivan County,Tennessee,2013
18.0,Sumner County,Tennessee,2013
15.2,Washington County,Tennessee,2013
39.7,Williamson County,Tennessee,2013
19.7,Wilson County,Tennessee,2013
11.5,Angelina County,Texas,2013
11.9,Bastrop County,Texas,2013
14.2,Bell County,Texas,2013
17.3,Bexar County,Texas,2013
11.8,Bowie County,Texas,2013
16.7,Brazoria County,Texas,2013
19.1,Brazos County,Texas,2013
11.2,Cameron County,Texas,2013
32.8,Collin County,Texas,2013
21.1,Comal County,Texas,2013
9.7,Coryell County,Texas,2013
18.6,Dallas County,Texas,2013
27.4,Denton County,Texas,2013
9.2,Ector County,Texas,2013
15.4,Ellis County,Texas,2013
13.8,El Paso County,Texas,2013
28.5,Fort Bend County,Texas,2013
18.7,Galveston County,Texas,2013
10.7,Grayson County,Texas,2013
10.1,Gregg County,Texas,2013
15.8,Guadalupe County,Texas,2013
19.1,Harris County,Texas,2013
12.7,Harrison County,Texas,2013
25.0,Hays County,Texas,2013
9.8,Henderson County,Texas,2013
11.2,Hidalgo County,Texas,2013
10.4,Hunt County,Texas,2013
12.4,Jefferson County,Texas,2013
13.6,Johnson County,Texas,2013
14.2,Kaufman County,Texas,2013
8.6,Liberty County,Texas,2013
16.5,Lubbock County,Texas,2013
12.0,McLennan County,Texas,2013
21.6,Midland County,Texas,2013
22.5,Montgomery County,Texas,2013
12.3,Nacogdoches County,Texas,2013
11.5,Nueces County,Texas,2013
12.8,Orange County,Texas,2013
19.8,Parker County,Texas,2013
10.5,Potter County,Texas,2013
19.5,Randall County,Texas,2013
23.7,Rockwall County,Texas,2013
8.1,San Patricio County,Texas,2013
16.6,Smith County,Texas,2013
21.3,Tarrant County,Texas,2013
17.1,Taylor County,Texas,2013
17.5,Tom Green County,Texas,2013
28.7,Travis County,Texas,2013
8.8,Victoria County,Texas,2013
9.9,Walker County,Texas,2013
10.6,Webb County,Texas,2013
11.9,Wichita County,Texas,2013
25.8,Williamson County,Texas,2013
23.6,Cache County,Utah,2013
24.5,Davis County,Utah,2013
19.7,Salt Lake County,Utah,2013
25.5,Utah County,Utah,2013
22.0,Washington County,Utah,2013
18.9,Weber County,Utah,2013
27.5,Chittenden County,Vermont,2013
21.1,Albemarle County,Virginia,2013
34.4,Arlington County,Virginia,2013
11.2,Augusta County,Virginia,2013
16.7,Bedford County,Virginia,2013
21.6,Chesterfield County,Virginia,2013
30.8,Fairfax County,Virginia,2013
20.4,Fauquier County,Virginia,2013
16.9,Frederick County,Virginia,2013
24.3,Hanover County,Virginia,2013
25.1,Henrico County,Virginia,2013
27.6,James City County,Virginia,2013
36.5,Loudoun County,Virginia,2013
18.9,Montgomery County,Virginia,2013
22.3,Prince William County,Virginia,2013
22.4,Roanoke County,Virginia,2013
12.9,Rockingham County,Virginia,2013
15.9,Spotsylvania County,Virginia,2013
26.2,Stafford County,Virginia,2013
23.5,York County,Virginia,2013
31.3,Alexandria city,Virginia,2013
16.0,Chesapeake city,Virginia,2013
13.5,Hampton city,Virginia,2013
20.4,Lynchburg city,Virginia,2013
12.6,Newport News city,Virginia,2013
17.3,Norfolk city,Virginia,2013
11.1,Portsmouth city,Virginia,2013
19.3,Richmond city,Virginia,2013
15.1,Roanoke city,Virginia,2013
16.8,Suffolk city,Virginia,2013
21.9,Virginia Beach city,Virginia,2013
21.3,Benton County,Washington,2013
13.7,Chelan County,Washington,2013
14.9,Clallam County,Washington,2013
19.3,Clark County,Washington,2013
8.8,Cowlitz County,Washington,2013
9.5,Franklin County,Washington,2013
9.4,Grant County,Washington,2013
10.5,Grays Harbor County,Washington,2013
20.7,Island County,Washington,2013
30.0,King County,Washington,2013
21.2,Kitsap County,Washington,2013
7.9,Lewis County,Washington,2013
15.5,Pierce County,Washington,2013
14.1,Skagit County,Washington,2013
20.7,Snohomish County,Washington,2013
16.6,Spokane County,Washington,2013
18.6,Thurston County,Washington,2013
20.8,Whatcom County,Washington,2013
8.7,Yakima County,Washington,2013
13.8,Berkeley County,West Virginia,2013
14.0,Cabell County,West Virginia,2013
16.2,Harrison County,West Virginia,2013
15.5,Kanawha County,West Virginia,2013
15.4,Monongalia County,West Virginia,2013
12.5,Raleigh County,West Virginia,2013
12.8,Wood County,West Virginia,2013
22.4,Brown County,Wisconsin,2013
21.0,Centre County,Pennsylvania,2013
28.5,Chester County,Pennsylvania,2013
10.1,Clearfield County,Pennsylvania,2013
13.1,Columbia County,Pennsylvania,2013
10.4,Crawford County,Pennsylvania,2013
18.9,Cumberland County,Pennsylvania,2013
17.2,Dauphin County,Pennsylvania,2013
21.2,Delaware County,Pennsylvania,2013
18.0,Erie County,Pennsylvania,2013
10.2,Fayette County,Pennsylvania,2013
11.8,Franklin County,Pennsylvania,2013
13.4,Indiana County,Pennsylvania,2013
17.1,Lackawanna County,Pennsylvania,2013
17.3,Lancaster County,Pennsylvania,2013
12.7,Lawrence County,Pennsylvania,2013
10.7,Lebanon County,Pennsylvania,2013
17.6,Lehigh County,Pennsylvania,2013
14.1,Luzerne County,Pennsylvania,2013
12.2,Lycoming County,Pennsylvania,2013
11.3,Mercer County,Pennsylvania,2013
13.6,Monroe County,Pennsylvania,2013
26.2,Montgomery County,Pennsylvania,2013
19.7,Northampton County,Pennsylvania,2013
9.1,Northumberland County,Pennsylvania,2013
15.7,Philadelphia County,Pennsylvania,2013
9.1,Schuylkill County,Pennsylvania,2013
10.4,Somerset County,Pennsylvania,2013
18.9,Washington County,Pennsylvania,2013
16.9,Westmoreland County,Pennsylvania,2013
13.8,York County,Pennsylvania,2013
23.3,Kent County,Rhode Island,2013
22.8,Newport County,Rhode Island,2013
17.9,Providence County,Rhode Island,2013
23.3,Washington County,Rhode Island,2013
14.5,Aiken County,South Carolina,2013
13.2,Anderson County,South Carolina,2013
25.0,Beaufort County,South Carolina,2013
14.6,Berkeley County,South Carolina,2013
24.6,Charleston County,South Carolina,2013
11.9,Darlington County,South Carolina,2013
14.4,Dorchester County,South Carolina,2013
15.3,Florence County,South Carolina,2013
22.1,Greenville County,South Carolina,2013
16.6,Greenwood County,South Carolina,2013
15.4,Horry County,South Carolina,2013
12.5,Lancaster County,South Carolina,2013
9.2,Laurens County,South Carolina,2013
20.7,Lexington County,South Carolina,2013
15.6,Oconee County,South Carolina,2013
11.3,Orangeburg County,South Carolina,2013
15.1,Pickens County,South Carolina,2013
23.4,Richland County,South Carolina,2013
16.4,Spartanburg County,South Carolina,2013
13.0,Sumter County,South Carolina,2013
17.9,York County,South Carolina,2013
20.4,Minnehaha County,South Dakota,2013
14.3,Pennington County,South Dakota,2013
14.0,Anderson County,Tennessee,2013
12.4,Blount County,Tennessee,2013
13.9,Bradley County,Tennessee,2013
24.2,Davidson County,Tennessee,2013
8.9,Greene County,Tennessee,2013
18.9,Baldwin County,Alabama,2013
9.7,Calhoun County,Alabama,2013
14.0,Cullman County,Alabama,2013
6.9,DeKalb County,Alabama,2013
9.6,Elmore County,Alabama,2013
9.9,Etowah County,Alabama,2013
13.2,Houston County,Alabama,2013
19.2,Jefferson County,Alabama,2013
12.0,Lauderdale County,Alabama,2013
20.4,Lee County,Alabama,2013
21.0,Limestone County,Alabama,2013
26.8,Madison County,Alabama,2013
10.3,Marshall County,Alabama,2013
14.9,Mobile County,Alabama,2013
18.1,Montgomery County,Alabama,2013
16.1,Morgan County,Alabama,2013
10.1,St. Clair County,Alabama,2013
26.8,Shelby County,Alabama,2013
7.8,Talladega County,Alabama,2013
14.0,Tuscaloosa County,Alabama,2013
6.2,Walker County,Alabama,2013
19.3,Anchorage Municipality,Alaska,2013
16.4,Fairbanks North Star Borough,Alaska,2013
12.8,Matanuska-Susitna Borough,Alaska,2013
5.8,Apache County,Arizona,2013
16.0,Cochise County,Arizona,2013
19.7,Coconino County,Arizona,2013
20.1,Maricopa County,Arizona,2013
6.6,Mohave County,Arizona,2013
8.4,Navajo County,Arizona,2013
17.3,Pima County,Arizona,2013
10.1,Pinal County,Arizona,2013
15.0,Yavapai County,Arizona,2013
8.5,Yuma County,Arizona,2013
20.6,Benton County,Arkansas,2013
18.9,Craighead County,Arkansas,2013
17.6,Faulkner County,Arkansas,2013
15.8,Garland County,Arkansas,2013
8.0,Jefferson County,Arkansas,2013
8.6,Lonoke County,Arkansas,2013
18.7,Pulaski County,Arkansas,2013
19.9,Saline County,Arkansas,2013
12.0,Sebastian County,Arkansas,2013
17.3,Washington County,Arkansas,2013
12.9,White County,Arkansas,2013
23.7,Alameda County,California,2013
19.2,Butte County,California,2013
24.4,Contra Costa County,California,2013
21.9,El Dorado County,California,2013
12.3,Fresno County,California,2013
17.4,Humboldt County,California,2013
9.1,Imperial County,California,2013
9.2,Kern County,California,2013
7.2,Kings County,California,2013
9.4,Lake County,California,2013
19.6,Los Angeles County,California,2013
8.1,Madera County,California,2013
28.6,Marin County,California,2013
15.1,Mendocino County,California,2013
7.3,Merced County,California,2013
12.4,Monterey County,California,2013
20.0,Napa County,California,2013
21.6,Nevada County,California,2013
24.4,Orange County,California,2013
24.8,Placer County,California,2013
13.8,Riverside County,California,2013
18.4,Sacramento County,California,2013
11.8,San Bernardino County,California,2013
21.7,San Diego County,California,2013
31.8,San Francisco County,California,2013
12.1,San Joaquin County,California,2013
20.4,San Luis Obispo County,California,2013
25.4,San Mateo County,California,2013
19.2,Santa Barbara County,California,2013
